author,category,difficulty,duration,link,name,rating
Stanislav Poritskiy,architecture-construction,Advanced,1h 43m,https://www.pluralsight.com:443/courses/rendering-interiors-3ds-max-maxwell-render-871,Rendering Interiors in 3ds Max and Maxwell Render,
Kevin Griendling,architecture-construction,Beginner,6h 16m,https://www.pluralsight.com:443/courses/are-vol-5-project-development-documentation,Prepare for the ARE Vol. 5: Project Development & Documentation,
BSides Jacksonville,security-certifications,Intermediate,11m,https://www.pluralsight.com:443/courses/bsides-jax-session-22,Building a PC Lab on the Cheap,
BSides Jacksonville,security-certifications,Intermediate,31m,https://www.pluralsight.com:443/courses/bsides-jax-session-24,Don't Just Patch Your Users against Social Engineering,
BSides Jacksonville,security-certifications,Intermediate,48m,https://www.pluralsight.com:443/courses/bsides-jax-session-03,Women in Technology Info Sec Panel,
,malware-analysis,Beginner,3h 14m,https://www.pluralsight.com:443/courses/security-risks-assessing-mitigating,Assessing and Mitigating Security Risks,
Gus Khawaja,security-fundamentals,Intermediate,2h 33m,https://www.pluralsight.com:443/courses/social-engineering-with-social-engineer-toolkit,Social Engineering with the Social-Engineer Toolkit,
Daniel Lachance,malware-analysis,Intermediate,1h 33m,https://www.pluralsight.com:443/courses/network-access-authentication-cnd,Network Access and Authentication,
BSides Huntsville,malware-analysis,Intermediate,40m,https://www.pluralsight.com:443/courses/bsides-huntsville-session-05,Reversing the Gophe Spambot: Confronting COM Code and Surmounting STL Snags,
Peter Mosmans,security-fundamentals,Intermediate,1h 29m,https://www.pluralsight.com:443/courses/threat-modeling-fundamentals,Threat Modeling Fundamentals,
Phill Monson,creative-professional,Beginner,38m,https://www.pluralsight.com:443/courses/astrophotography-fundamentals,Astrophotography Fundamentals,
Andrew Brust,sql,Beginner,2h 40m,https://www.pluralsight.com:443/courses/understanding-nosql,Understanding NoSQL,
Mark Masters,creative-professional,Beginner,9h 21m,https://www.pluralsight.com:443/courses/blender-fundamentals,Blender Fundamentals,
Pinal Dave,sql,Intermediate,1h 58m,https://www.pluralsight.com:443/courses/using-memory-optimized-tables-native-stored-procedures,Using Memory-optimized Tables and Native Stored Procedures,
Bill Kulterman,sql,Intermediate,4h 40m,https://www.pluralsight.com:443/courses/configuring-sharepoint-2013-business-intelligence,Configuring SharePoint 2013 for Business Intelligence,
Papa Georgio,creative-professional,Beginner,50m,https://www.pluralsight.com:443/courses/cg101-modeling-712,CG101: Modeling,
Big Data LDN,big-data,Intermediate,18m,https://www.pluralsight.com:443/courses/big-data-ldn-session-65,Modernise Your IT Infrastructure for AI,
Big Data LDN,big-data,Intermediate,27m,https://www.pluralsight.com:443/courses/big-data-ldn-session-161,DataOps for AI and Digital Transformation,
Big Data LDN,big-data,Intermediate,28m,https://www.pluralsight.com:443/courses/big-data-ldn-session-102,Data Science at SEGA,
Big Data LDN,big-data,Intermediate,25m,https://www.pluralsight.com:443/courses/big-data-ldn-session-154,Data Governance as a Customer Service,
Big Data LDN,big-data,Intermediate,18m,https://www.pluralsight.com:443/courses/big-data-ldn-session-89,Modern Enterprise Data Engineering,
Big Data LDN,big-data,Intermediate,30m,https://www.pluralsight.com:443/courses/big-data-ldn-session-01,The Database Is Only Half Done,
Big Data LDN,big-data,Intermediate,25m,https://www.pluralsight.com:443/courses/big-data-ldn-session-150,Data at SEGA Europe,
Jeff Batt,web-development,Beginner,2h,https://www.pluralsight.com:443/courses/web-layouts-flexbox-bootstrap-4,Web Layouts with Flexbox and Bootstrap 4,
Big Data LDN,big-data,Intermediate,20m,https://www.pluralsight.com:443/courses/big-data-ldn-session-107,Converting the CDO to a Profit Centre,
Christian Wenz,web-development,Intermediate,5h 17m,https://www.pluralsight.com:443/courses/php-web-application-security,PHP Web Application Security,
Nik Molnar,web-development,Intermediate,2h 56m,https://www.pluralsight.com:443/courses/progressive-web-app-fundamentals,Progressive Web App Fundamentals,
John Papa,web-development,Beginner,2h 25m,https://www.pluralsight.com:443/courses/vue-cli-developing-faster,Developing Faster with the Vue CLI,
Bill Stavroulakis,web-development,Intermediate,59m,https://www.pluralsight.com:443/courses/real-time-web-applications,Real-time Web Applications,
Ben Callahan,web-development,Intermediate,4h 30m,https://www.pluralsight.com:443/courses/responsive-web-design,Responsive Web Design,
Cory House,web-development,Beginner,5h 3m,https://www.pluralsight.com:443/courses/web-components-shadow-dom,HTML5 Web Component Fundamentals,
Ryan Lewis,web-development,Intermediate,1h 35m,https://www.pluralsight.com:443/courses/aws-developer-serverless-architecture-monitoring,AWS Developer: Serverless Architecture and Monitoring,
Scot Hillier,web-development,Intermediate,3h 50m,https://www.pluralsight.com:443/courses/sharepoint-2013-search-development,SharePoint 2013 Search Development,
Marcel de Vries,web-development,Intermediate,3h 47m,https://www.pluralsight.com:443/courses/codedui-testing-web-applications,Testing Web Applications with CodedUI,
Shawn Wildermuth,web-development,Intermediate,5h 18m,https://www.pluralsight.com:443/courses/nodejs-dotnet-developers,Node.js for .NET Developers,
Sriyank Siddhartha,web-development,Beginner,3h 13m,https://www.pluralsight.com:443/courses/android-fundamentals-services,Android Services Fundamentals,
,web-development,Intermediate,2h 27m,https://www.pluralsight.com:443/courses/lightning-component-framework-spa-getting-started,Getting Started Building SPAs with Lightning Component Framework,
Ryan Lewis,web-development,Intermediate,4h 19m,https://www.pluralsight.com:443/courses/aws-developer-designing-developing,AWS Developer: Designing and Developing,
Barry Luijbregts,web-development,Beginner,37m,https://www.pluralsight.com:443/courses/working-text-lists-html,Working with Text and Lists in HTML,
Shawn Wildermuth,web-development,Beginner,9h 52m,https://www.pluralsight.com:443/courses/aspnetcore-mvc-efcore-bootstrap-angular-web,"Building a Web App with ASP.NET Core, MVC, Entity Framework Core, Bootstrap, and Angular",
Barry Luijbregts,web-development,Intermediate,43m,https://www.pluralsight.com:443/courses/javascript-variables-types,JavaScript Variables and Types,
Chris Jones,web-development,Beginner,1h 50m,https://www.pluralsight.com:443/courses/beyond-aspdotnet-web-development-demystified,Beyond ASP.NET MVC: Modern Web Development Demystified,
Hadi Hariri,web-development,Intermediate,2h 14m,https://www.pluralsight.com:443/courses/expressjs,Web Development with ExpressJS,
Mike Van Sickle,web-development,Intermediate,2h 5m,https://www.pluralsight.com:443/courses/elm-getting-started,Elm: Getting Started,
Joe Eames,web-development,Beginner,3h 47m,https://www.pluralsight.com:443/courses/front-end-web-development-get-started,Front End Web Development: Get Started,
Justin Schwartzenberger,web-development,Beginner,1h 47m,https://www.pluralsight.com:443/courses/front-end-web-development-career-kickstart,Front End Web Development Career Kickstart,
Robert Boedigheimer,web-development,Intermediate,2h 12m,https://www.pluralsight.com:443/courses/fiddler-chrome-developer-tools-debugging-website,Debugging Your Website with Fiddler and Chrome DevTools,
Jan-Erik Sandberg,web-development,Beginner,4h 40m,https://www.pluralsight.com:443/courses/becoming-dotnet-developer,Becoming a .NET Developer,
Reindert-Jan Ekker,web-development,Intermediate,3h 41m,https://www.pluralsight.com:443/courses/django-angularjs-web-development,Web Development with Django and AngularJS,
Terry Toy,web-development,Beginner,2h 22m,https://www.pluralsight.com:443/courses/javascript-solve-math-problems,Solve Math Problems with JavaScript,
Brian Holt,web-development,Beginner,10h 57m,https://www.pluralsight.com:443/courses/web-development-intro,Introduction to Web Development,
Shelley Benhoff,web-development,Intermediate,1h 37m,https://www.pluralsight.com:443/courses/tactics-tools-troubleshooting-front-end-web-development,Tactics and Tools for Troubleshooting Front-end Web Development,
Brice Wilson,web-development,Beginner,29m,https://www.pluralsight.com:443/courses/web-development-executive-briefing,Web Development: Executive Briefing,
Terry Toy,web-development,Beginner,3h 2m,https://www.pluralsight.com:443/courses/full-stack-web-development-python-web2py,Full Stack Web Development with Python (WEB2PY),
,big-data,Intermediate,1h 22m,https://www.pluralsight.com:443/courses/sql-big-data-convergence-big-picture,SQL Big Data Convergence - The Big Picture,
Nuri Halperin,big-data,Intermediate,2h 25m,https://www.pluralsight.com:443/courses/mongodb-big-data-reporting,Big Data & Reporting with MongoDB,
Xavier Morera,big-data,Beginner,2h 53m,https://www.pluralsight.com:443/courses/big-data-hue-cloudera-cdh,Take Control of Your Big Data with HUE in Cloudera CDH,
Big Data LDN,big-data,Intermediate,21m,https://www.pluralsight.com:443/courses/big-data-ldn-session-137,The Digital Hero’s Journey: Using Big Data to Uncover Business Value and Meaning at Work,
,big-data,Intermediate,27m,https://www.pluralsight.com:443/courses/big-data-ldn-session-46,Introduction to Adept and How Big Data and Analytics Is Transforming the Connected Car Ecosystem,
Big Data LDN,big-data,Intermediate,22m,https://www.pluralsight.com:443/courses/big-data-ldn-session-31,Enabling Microservices for Big Data On-demand in the Cloud,
Big Data LDN,big-data,Intermediate,29m,https://www.pluralsight.com:443/courses/big-data-ldn-session-92,"You Love Big Data, so Does R",
Andrew Brust,big-data,Beginner,1h 32m,https://www.pluralsight.com:443/courses/big-data-aws-big-picture,Big Data on AWS: The Big Picture,
Big Data LDN,big-data,Beginner,25m,https://www.pluralsight.com:443/courses/big-data-ldn-session-162,Big Data LDN: A GDPR Retrospective,
Elton Stoneman,big-data,Intermediate,5h 21m,https://www.pluralsight.com:443/courses/real-world-big-data-microsoft-azure,Real World Big Data in Azure,
Big Data LDN,big-data,Intermediate,29m,https://www.pluralsight.com:443/courses/big-data-ldn-session-153,Top 10 Privacy Tips & Tricks in Big Data,
Janani Ravi,big-data,Intermediate,3h 26m,https://www.pluralsight.com:443/courses/spark-2-building-machine-learning-models,Building Machine Learning Models in Spark 2,
Dmitri Nesteruk,big-data,Beginner,4h 23m,https://www.pluralsight.com:443/courses/statistics-foundations-probability-distributions,Statistics Foundations: Understanding Probability and Distributions,
Matthew Alexander,big-data,Advanced,1h 27m,https://www.pluralsight.com:443/courses/aws-big-data-production,AWS Big Data in Production,
Janani Ravi,big-data,Beginner,1h 48m,https://www.pluralsight.com:443/courses/mapreduce-understanding,Understanding the MapReduce Programming Model,
Sean McCown,business-intelligence-data-pro,Intermediate,4h 46m,https://www.pluralsight.com:443/courses/sql-2012-database-administration-pt1,SQL Server 2012 Database Administration (70-462) Part 1,
Xavier Morera,big-data,Beginner,5h 41m,https://www.pluralsight.com:443/courses/spark-scala-cloudera,Developing Spark Applications Using Scala & Cloudera,
Christopher Harrison,business-intelligence-data-pro,Intermediate,3h 40m,https://www.pluralsight.com:443/courses/sql-server-2012-querying-pt2,SQL Server 2012 Querying (70-461) Part 2,
Christopher Harrison,business-intelligence-data-pro,Intermediate,5h 12m,https://www.pluralsight.com:443/courses/sql-server-2012-querying-pt1,SQL Server 2012 Querying (70-461) Part 1,
Stacia Misner Varga,business-intelligence-data-pro,Beginner,4h 9m,https://www.pluralsight.com:443/courses/building-blocks-biml,Building Blocks of Biml,
Chris Behrens,business-intelligence-data-pro,Advanced,2h 1m,https://www.pluralsight.com:443/courses/configuring-deploying-ssis-packages,Configuring and Deploying SSIS Packages,
Bill Pearson,business-intelligence-data-pro,Intermediate,4h 10m,https://www.pluralsight.com:443/courses/pragmatic-self-service-bi-powerpivot-excel,Pragmatic Self-Service BI with PowerPivot for Excel,
Sean McCown,business-intelligence-data-pro,Intermediate,5h 1m,https://www.pluralsight.com:443/courses/sql-2012-database-administration-pt2,SQL Server 2012 Database Administration (70-462) Part 2,
Stacia Misner Varga,business-intelligence-data-pro,Advanced,4h 32m,https://www.pluralsight.com:443/courses/ssas-adv,Advanced Analysis Services,
Bill Pearson,business-intelligence-data-pro,Intermediate,4h 40m,https://www.pluralsight.com:443/courses/organizational-bi-ssas-2012-tabular-intermediate,Organizational BI with SSAS 2012 Tabular - Intermediate,
Michael Walker,business-intelligence-data-pro,Beginner,1h 7m,https://www.pluralsight.com:443/courses/qlik-sense-first-app,Creating Your First Qlik Sense App,
Big Data LDN,business-intelligence-data-pro,Intermediate,28m,https://www.pluralsight.com:443/courses/big-data-ldn-session-06,Achieving 100% Adoption of Analytics in the Enterprise,
Stacia Misner Varga,business-intelligence-data-pro,Beginner,6h 31m,https://www.pluralsight.com:443/courses/ssas-basic,Analysis Services Fundamentals,
Eugene Meidinger,business-intelligence-data-pro,Intermediate,2h 36m,https://www.pluralsight.com:443/courses/power-bi-m-query-shape-data,Querying and Shaping Data in Power BI Using M,
Stacia Misner Varga,business-intelligence-data-pro,Beginner,7h 1m,https://www.pluralsight.com:443/courses/ssis-basic,Integration Services Fundamentals,
Andrew McSwiggan,business-intelligence-data-pro,Beginner,4h 9m,https://www.pluralsight.com:443/courses/common-dax-expressions-scenarios-power-bi-playbook,Common DAX Expressions and Scenarios Power BI Playbook,
Amber Israelsen,business-intelligence-data-pro,Advanced,1h 15m,https://www.pluralsight.com:443/courses/formatting-excel-objects,Formatting Excel Objects,
Bret Stateham,business-intelligence-data-pro,Beginner,3h 47m,https://www.pluralsight.com:443/courses/sql-server-bi,SQL Server Business Intelligence Overview,
Markus Ehrenmüller-Jensen,business-intelligence-data-pro,Intermediate,2h 34m,https://www.pluralsight.com:443/courses/introduction-microsoft-business-intelligence-end-user-tools,Introduction to Microsoft Business Intelligence End-user Tools,
Big Data LDN,business-intelligence-data-pro,Intermediate,30m,https://www.pluralsight.com:443/courses/big-data-ldn-session-85,The Future of Business Intelligence Isn't a Tool,
David Yack,business-intelligence-data-pro,Intermediate,3h 30m,https://www.pluralsight.com:443/courses/reporting-dynamics-crm-data,Reporting on Dynamics CRM Data,
Robert Cain,business-intelligence-data-pro,Beginner,1h 53m,https://www.pluralsight.com:443/courses/intro-dwbi-course-2017,Introduction to Data Warehousing and Business Intelligence,
Timo Hilger,creative-professional,Beginner,3h 13m,https://www.pluralsight.com:443/courses/game-environment-concept-art-fundamentals,Game Environment Concept Art Fundamentals,
,business-intelligence-data-pro,Beginner,2h 29m,https://www.pluralsight.com:443/courses/star-schema-foundations,Star Schema Foundations,
Andrew Brust,business-intelligence-data-pro,Intermediate,1h 28m,https://www.pluralsight.com:443/courses/bigdata-bigpicture,Big Data: The Big Picture,
Jon Acosta,creative-professional,Beginner,4h 36m,https://www.pluralsight.com:443/courses/intro-effective-digital-sound-design-final-cut-pro-x-2383,Intro to Effective Digital Sound Design in Final Cut Pro X,
Mark Heath,creative-professional,Intermediate,2h 48m,https://www.pluralsight.com:443/courses/digital-audio-fundamentals,Digital Audio Fundamentals,
Paul Conner,creative-professional,Advanced,3h 50m,https://www.pluralsight.com:443/courses/professional-tips-modeling-complex-shapes-part-2-2310,Professional Tips for Modeling Complex Shapes: Part 2,
Patrick Haslow,creative-professional,Beginner,3h 11m,https://www.pluralsight.com:443/courses/unreal-engine-intro-2d-side-scrollers,Intro to 2D Side Scrollers in Unreal Engine,
Jon Acosta,creative-professional,Intermediate,2h 12m,https://www.pluralsight.com:443/courses/prelude-premiere-pro-fundamentals-video-production-2515,Fundamentals of Video Production in Adobe Prelude and Premiere Pro,
Pariah Burke,creative-professional,Beginner,2h 5m,https://www.pluralsight.com:443/courses/creating-brand-style-guide,Creating a Brand Style Guide,
Joshua Smith,creative-professional,Beginner,3h 11m,https://www.pluralsight.com:443/courses/cinema-4d-mograph-fundamentals,Cinema 4D Mograph Fundamentals,
David Kegg,creative-professional,Beginner,1h 40m,https://www.pluralsight.com:443/courses/game-character-concept-design-fundamentals-2553,Game Character Concept Design Fundamentals,
,creative-professional,Beginner,1h 50m,https://www.pluralsight.com:443/courses/fundamentals-digital-drawing-photoshop-2251,Fundamentals of Digital Drawing in Photoshop,
Hermes Crespo,creative-professional,Intermediate,4h 6m,https://www.pluralsight.com:443/courses/houdini-architectural-destruction,Architectural Destruction in Houdini,
Matthew Pizzi,creative-professional,Beginner,3h 49m,https://www.pluralsight.com:443/courses/lightroom-cc-fundamentals,Lightroom CC Fundamentals,
Dano Kablamo,creative-professional,Beginner,1h 55m,https://www.pluralsight.com:443/courses/unity-2017-audio-fundamentals,Unity Audio Fundamentals,
Dan John Cox,creative-professional,Beginner,4h 21m,https://www.pluralsight.com:443/courses/game-prop-modeling-fundamentals,Game Prop Modeling Fundamentals,
,creative-professional,Beginner,6h 48m,https://www.pluralsight.com:443/courses/maya-nparticle-fundamentals,Maya nParticle Fundamentals,
Joshua Kinney,creative-professional,Beginner,6h 48m,https://www.pluralsight.com:443/courses/3ds-max-modeling-fundamentals,3ds Max Modeling Fundamentals,
Lars Klint,creative-professional,Beginner,1h 52m,https://www.pluralsight.com:443/courses/hololens-development-fundamentals,HoloLens Development Fundamentals,
Winston Powell,creative-professional,Beginner,5h 38m,https://www.pluralsight.com:443/courses/game-character-rigging-fundamentals,Game Character Rigging Fundamentals,
Eddie Russell,creative-professional,Beginner,6h 39m,https://www.pluralsight.com:443/courses/arnold-maya-fundamentals,Fundamentals of Arnold for Maya,
Greg Pizzi,creative-professional,Beginner,55m,https://www.pluralsight.com:443/courses/dslr-fundamentals,DSLR Fundamentals,
Krispian Emert,creative-professional,Beginner,1h 5m,https://www.pluralsight.com:443/courses/ux-fundamentals-2426,UX Fundamentals,
Joshua Kinney,creative-professional,Beginner,1h 59m,https://www.pluralsight.com:443/courses/unity-go-gameplay-programming-fundamentals,Unity Gameplay Programming Fundamentals,
Patrick Krebs,creative-professional,Beginner,3h 38m,https://www.pluralsight.com:443/courses/nuke-fundamentals,NUKE Fundamentals,
William Everhart,creative-professional,Beginner,2h 9m,https://www.pluralsight.com:443/courses/adobe-xd-cc-fundamentals,Adobe XD CC Fundamentals,
Scott Allen,creative-professional,Beginner,2h 9m,https://www.pluralsight.com:443/courses/css-intro,Introduction to CSS,
Dan Sullivan,sql-server,Beginner,8h 12m,https://www.pluralsight.com:443/courses/sql-server-fundamentals,SQL Server Fundamentals,
Shayna Piascik,creative-professional,Beginner,3h 46m,https://www.pluralsight.com:443/courses/drawing-fundamentals,Drawing Fundamentals,
Robert Cain,sql-server,Intermediate,2h 47m,https://www.pluralsight.com:443/courses/powershell-and-sql-server,PowerShell and SQL Server,
Matt Workman,creative-professional,Beginner,36m,https://www.pluralsight.com:443/courses/cinematography-intro-comp-camera-movement-2335,Cinematography: Introduction to Composition and Camera Movement,
Jonathan Kehayias,sql-server,Intermediate,4h 7m,https://www.pluralsight.com:443/courses/sql-server-virtualization-planning-practice,SQL Server: Virtualization,
Don Jones,sql-server,Beginner,4h 35m,https://www.pluralsight.com:443/courses/database-admin-fundamentals,Microsoft MTA: Database Administration Fundamentals,
Dan Sullivan,sql-server,Beginner,2h 9m,https://www.pluralsight.com:443/courses/intro-sql-server,Introduction to SQL Server,
Gary Grudzinskas,data-professional,Advanced,1h 18m,https://www.pluralsight.com:443/courses/microsoft-azure-implementing-cloud-data-warehouses,Implementing a Cloud Data Warehouse in Microsoft Azure Synapse Analytics,
Microsoft Ignite 2019,data-professional,Advanced,37m,https://www.pluralsight.com:443/courses/microsoft-ignite-session-22,Azure SQL Data Warehouse: Query Performance Tuning,
Bill Kulterman,data-professional,Intermediate,3h 40m,https://www.pluralsight.com:443/courses/manage-office-data-sharepoint-2013,Manage Office Data with SharePoint 2013,
Andrew Brust,data-professional,Intermediate,3h 54m,https://www.pluralsight.com:443/courses/big-data-amazon-web-services,Big Data on Amazon Web Services,
Microsoft Ignite 2019,data-professional,Advanced,46m,https://www.pluralsight.com:443/courses/microsoft-ignite-session-18,"Delivering the MDW with Azure SQL Data Warehouse, Azure Databricks, Azure Data Factory and PBI",
Robert Lindley,data-professional,Intermediate,1h 59m,https://www.pluralsight.com:443/courses/microsoft-azure-sql-data-warehouse-sql-database-deploying,Deploying Microsoft Azure SQL Data Warehouse and Azure SQL Database,
Warner Chaves,data-professional,Beginner,1h 44m,https://www.pluralsight.com:443/courses/azure-sql-data-warehouse-first-look,Azure SQL Data Warehouse: First Look,
Erin Stellato,sql,Beginner,4h 2m,https://www.pluralsight.com:443/courses/sqlserver-query-performance-developers,SQL Server: Analyzing Query Performance for Developers,
Paul Randal,sql,Intermediate,2h 38m,https://www.pluralsight.com:443/courses/sqlserver-index-fragmentation-internals-analysis-solutions,"SQL Server: Index Fragmentation Internals, Analysis, and Solutions",
Kimberly L. Tripp,sql,Intermediate,3h 56m,https://www.pluralsight.com:443/courses/sqlserver-why-physical-db-design-matters,SQL Server: Why Physical Database Design Matters,
Xavier Morera,data-professional,Intermediate,2h 53m,https://www.pluralsight.com:443/courses/t-sql-data-manipulation-playbook,T-SQL Data Manipulation Playbook,
Tamara Pattinson,sql,Beginner,3h 9m,https://www.pluralsight.com:443/courses/combining-filtering-data-tsql,Combining and Filtering Data with T-SQL,
,sql,Intermediate,3h 55m,https://www.pluralsight.com:443/courses/query-tuning-introduction,SQL Server Performance: Introduction to Query Tuning,
Paul Randal,sql,Intermediate,4h 31m,https://www.pluralsight.com:443/courses/sqlserver-waits,SQL Server: Performance Troubleshooting Using Wait Statistics,
Ahmad Alkilani,sql,Intermediate,4h 16m,https://www.pluralsight.com:443/courses/sql-hadoop-analyzing-big-data-hive,SQL on Hadoop - Analyzing Big Data with Hive,
,sql,Advanced,4h 14m,https://www.pluralsight.com:443/courses/sqlserver-advanced-xevents,SQL Server: Advanced Extended Events,
,sql,Intermediate,1h 9m,https://www.pluralsight.com:443/courses/sqlserver-temporary-objects,SQL Server: Temporary Objects,
,sql,Intermediate,3h 52m,https://www.pluralsight.com:443/courses/sqlserver-database-corruption,SQL Server: Detecting and Correcting Database Corruption,
,sql,Intermediate,2h 14m,https://www.pluralsight.com:443/courses/sqlserver-query-plan-analysis,SQL Server: Query Plan Analysis,
Jared Westover,sql,Beginner,2h 45m,https://www.pluralsight.com:443/courses/handling-errors-tsql,Handling Errors in T-SQL,
Mike McQuillan,sql,Beginner,2h 51m,https://www.pluralsight.com:443/courses/u-sql-azure-data-lake,Introduction to the Azure Data Lake and U-SQL,
David Peter Hansen,sql,Intermediate,2h 36m,https://www.pluralsight.com:443/courses/design-database-structure-sql-server-2014-70-465,Design a Database Structure with SQL Server 2014 (70-465),
Mel Haynes,sql,Advanced,3h 22m,https://www.pluralsight.com:443/courses/sql-server-2008-advanced-dba-pt1,SQL Server 2008 Advanced Database Administration: Part 1,
Glenn Berry,sql,Intermediate,1h 17m,https://www.pluralsight.com:443/courses/sql-server-2014-dmv-diagnostic-queries-part2,SQL Server 2014 DMV Diagnostic Queries - Part 2,
Mel Haynes,sql,Intermediate,5h 35m,https://www.pluralsight.com:443/courses/sql-server-2008-database-development-pt1,SQL Server 2008 Database Development (70-433) Part 1,
Ana Voicu,sql,Beginner,4h 34m,https://www.pluralsight.com:443/courses/sql-server-platform-designing-data-warehouse,Designing a Data Warehouse on the Microsoft SQL Server Platform,
Mel Haynes,sql,Intermediate,5h 55m,https://www.pluralsight.com:443/courses/sql-server-2008-administration-pt2,SQL Server 2008 Administration (70-432): Part 2,
Sean McCown,sql,Intermediate,4h 51m,https://www.pluralsight.com:443/courses/sql-2012-database-administration-pt3,SQL Server 2012 Database Administration (70-462) Part 3,
Pinal Dave,sql,Intermediate,4h 17m,https://www.pluralsight.com:443/courses/sql-server-2014-admin-new-features,SQL Server 2014 Administration New Features,
Hugo Barona,sql,Advanced,1h 31m,https://www.pluralsight.com:443/courses/managing-azure-sql-server-database-performance,Managing Azure SQL Server Database Performance,
Mel Haynes,sql,Advanced,3h 5m,https://www.pluralsight.com:443/courses/sql-server-2008-advanced-dba-pt3,SQL Server 2008 Advanced Database Administration: Part 3,
Mike McKeown,sql,Intermediate,2h 1m,https://www.pluralsight.com:443/courses/sql-server-windows-azure-iaas-optimize,SQL Server on Microsoft Azure IaaS - Optimizations & High Availability,
,sql,Intermediate,3h 7m,https://www.pluralsight.com:443/courses/working-with-temporal-data-sql-server,Working With Temporal Data in SQL Server,
Tim Boles,oracle,Advanced,2h 40m,https://www.pluralsight.com:443/courses/ocp-12c-performing-backup-recovery-using-new-features-rman,OCP 12c Performing Backup and Recovery Using New Features of RMAN,
Pankaj Jain,oracle,Beginner,3h 53m,https://www.pluralsight.com:443/courses/sql-developer-getting-productive,Getting Productive with SQL Developer,
Tim Boles,oracle,Advanced,2h 22m,https://www.pluralsight.com:443/courses/ocp-12c-using-new-security-features,OCP 12c Using the New Security Features,
Jon Flanders,sql,Beginner,3h 1m,https://www.pluralsight.com:443/courses/introduction-to-sql,Introduction to SQL,
Mohamad Halabi,oracle,Beginner,3h 2m,https://www.pluralsight.com:443/courses/oracle-business-intelligence-enterprise-edition-get-started,Getting Started with Oracle Business Intelligence Enterprise Edition,
Pankaj Jain,oracle,Beginner,5h 30m,https://www.pluralsight.com:443/courses/oracle-rest-data-services,Oracle REST Data Services,
Pankaj Jain,oracle,Intermediate,4h 1m,https://www.pluralsight.com:443/courses/oracle-plsql-transactions-dynamic-sql-debugging,"Oracle PL/SQL: Transactions, Dynamic SQL & Debugging",
Pankaj Jain,oracle,Intermediate,5h 9m,https://www.pluralsight.com:443/courses/oracle-plsql-fundamentals-part2,Oracle PL/SQL Fundamentals - Part 2,
Tim Boles,oracle,Beginner,1h 4m,https://www.pluralsight.com:443/courses/building-apex-applications-different-data-formats,Building APEX Applications with Different Data Formats,
Pankaj Jain,oracle,Intermediate,4h 51m,https://www.pluralsight.com:443/courses/oracle-plsql-working-collections,Working with Collections in Oracle PL/SQL,
Scott Hecht,oracle,Intermediate,5h 16m,https://www.pluralsight.com:443/courses/sql-data-wrangling-oracle-tables,SQL Data Wrangling in Oracle: Table Data,
Pankaj Jain,oracle,Beginner,1h 48m,https://www.pluralsight.com:443/courses/oracle-plsql-unit-testing,Oracle PL/SQL Unit Testing with Oracle SQL Developer,
Pankaj Jain,oracle,Beginner,4h 27m,https://www.pluralsight.com:443/courses/oracle-plsql-fundamentals,Oracle PL/SQL Fundamentals - Part 1,
David Berry,oracle,Beginner,2h 36m,https://www.pluralsight.com:443/courses/oracle-developer-data-types-essentials,Oracle Developer Essentials: Data Types,
Microsoft Ignite 2019,oracle,Intermediate,43m,https://www.pluralsight.com:443/courses/microsoft-ignite-session-57,Oracle on Azure Overview,
,oracle,Intermediate,5h 10m,https://www.pluralsight.com:443/courses/oracle-developer-tables-indexes-essentials,Oracle Developer Essentials: Tables and Indexes,
David Berry,oracle,Beginner,1h 18m,https://www.pluralsight.com:443/courses/oracle-autonomous-transaction-processing-developers,Oracle Autonomous Transaction Processing for Developers,
Pankaj Jain,oracle,Beginner,3h 28m,https://www.pluralsight.com:443/courses/oracle-data-dba,Importing and Exporting Oracle Data for DBAs,
Scott Hecht,oracle,Intermediate,3h 45m,https://www.pluralsight.com:443/courses/optimizing-sql-queries-oracle,Optimizing SQL Queries in Oracle,
Tim Boles,oracle,Advanced,2h 39m,https://www.pluralsight.com:443/courses/ocp-upgrade-oracle-database-12c-management,OCP Upgrade to Oracle Database 12c Management,
Tim Boles,oracle,Intermediate,2h 8m,https://www.pluralsight.com:443/courses/oracle-12-point-2-upgrade,Oracle 12.2 Upgrade,
Mohamad Halabi,oracle,Beginner,3h 34m,https://www.pluralsight.com:443/courses/oracle-big-data-getting-started,Starting with Oracle Big Data,
Tim Warner,oracle,Beginner,2h 47m,https://www.pluralsight.com:443/courses/oracle-database-12c-installation-upgrade,Oracle Database 12c: Installation and Upgrade,
Tim Warner,oracle,Beginner,3h 41m,https://www.pluralsight.com:443/courses/oracle-database-12c-fundamentals,Oracle Database 12c Fundamentals,
,oracle,Intermediate,2h 45m,https://www.pluralsight.com:443/courses/oracle-triggers,Triggers in Oracle,
Tim Warner,oracle,Beginner,2h 56m,https://www.pluralsight.com:443/courses/oracle-database-12c-performance-tuning-optimization,Oracle Database 12c Performance Tuning and Optimization,
Scott Hecht,oracle,Intermediate,4h 25m,https://www.pluralsight.com:443/courses/adv-sql-queries-oracle-sql-server,Advanced SQL Queries in Oracle and SQL Server,
David Berry,oracle,Beginner,1h 40m,https://www.pluralsight.com:443/courses/oracle-developer-views-synonyms-triggers-essentials,"Oracle Developer Essentials: Views, Synonyms and Triggers",
